Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
"Sugar Land, TX",January 2015,All Residential,Place/City,False,TX,0.982244200,0.6%,0.7%,111,-50.9%,0.9%,352,13.2%,17.3%,18,-12,-11,$298K,-23.5%,0.3%,186,18.5%,7.5%
"League City, TX",January 2015,All Residential,Place/City,False,TX,0.981579468,0.4%,0.4%,108,-39.3%,4.9%,365,0.3%,-9.0%,37,-7,-26,$218K,-4.0%,7.3%,165,24.1%,13.0%
"Texas City, TX",May 2015,All Residential,Place/City,False,TX,0.987915086,1.8%,3.7%,41,-2.4%,-19.6%,141,2.9%,-8.4%,16,-19,-60,$131K,37.5%,24.8%,55,-15.4%,1.9%
"Houston, TX",July 2015,All Residential,Place/City,False,TX,0.977875670,-0.3%,-0.6%,3073,2.4%,0.5%,8322,9.3%,24.5%,21,1,5,$201K,-1.6%,3.6%,4172,11.6%,12.4%
"Baytown, TX",December 2015,All Residential,Place/City,False,TX,0.968615166,-0.8%,0.6%,86,11.7%,1.2%,257,-8.5%,1.6%,33,-1,-2,$155K,-0.2%,1.2%,79,-7.1%,41.1%
"League City, TX",February 2016,All Residential,Place/City,False,TX,0.975157477,-0.5%,-0.3%,127,29.6%,-7.3%,386,-3.5%,4.9%,40,2,-8,$235K,-1.3%,3.0%,187,-0.5%,2.2%
"Missouri City, TX",February 2016,All Residential,Place/City,False,TX,0.969122526,0.0%,-1.8%,102,10.9%,-2.9%,361,1.4%,22.8%,45,-2,9,$242K,6.2%,14.2%,155,-9.4%,14.0%
"Galveston, TX",February 2016,All Residential,Place/City,False,TX,0.956888995,2.1%,-0.1%,58,-3.3%,-28.4%,539,8.7%,-6.1%,59,-31,-35,$168K,-4.5%,-0.7%,178,27.1%,17.9%
"Friendswood, TX",June 2016,All Residential,Place/City,False,TX,0.983427219,0.2%,-0.4%,90,16.9%,7.1%,196,18.8%,48.5%,23,5,16,$275K,5.6%,21.7%,109,22.5%,9.0%
"Pasadena, TX",August 2016,All Residential,Place/City,False,TX,0.991985301,1.0%,0.0%,100,6.4%,1.0%,183,6.4%,-2.7%,14,0,-4,$145K,-10.8%,-8.5%,106,-15.2%,17.8%
"Houston, TX",August 2016,All Residential,Place/City,False,TX,0.972102073,-0.2%,-0.6%,2987,9.8%,9.2%,9597,-1.2%,12.5%,30,1,5,$210K,-2.3%,7.1%,3463,-8.2%,-2.1%
"Pasadena, TX",October 2016,All Residential,Place/City,False,TX,0.976681169,0.5%,-0.9%,81,-20.6%,2.5%,185,6.9%,-4.6%,25,5,0,$140K,0.2%,1.5%,105,12.9%,19.3%
"Pasadena, TX",January 2017,All Residential,Place/City,False,TX,0.967602786,-0.7%,-0.7%,52,-43.5%,-7.1%,164,-3.0%,-9.4%,50,17,8,$135K,-17.7%,8.9%,84,33.3%,-16.0%
"Pasadena, TX",March 2017,All Residential,Place/City,False,TX,0.976226105,0.4%,0.1%,99,47.8%,7.6%,166,7.8%,9.9%,19,-8,-16,$140K,-9.7%,1.1%,111,16.8%,12.1%
"Sugar Land, TX",March 2017,All Residential,Place/City,False,TX,0.968974060,0.5%,0.0%,161,26.8%,0.6%,586,10.8%,3.7%,22,-48,-14,$321K,2.1%,8.4%,296,28.7%,12.5%
"Baytown, TX",August 2017,All Residential,Place/City,False,TX,0.978814523,-0.3%,-1.0%,93,-9.7%,-29.5%,311,-2.5%,17.8%,18,2,-10,$173K,-8.7%,0.9%,131,-27.2%,0.8%
"Galveston, TX",August 2017,All Residential,Place/City,False,TX,0.951832194,-0.2%,-0.6%,103,-9.6%,-13.4%,607,-4.0%,-1.0%,47,-10,0,$210K,20.3%,11.4%,132,-29.8%,-9.6%
"Friendswood, TX",October 2017,All Residential,Place/City,False,TX,0.974855709,-0.5%,-0.6%,71,-5.3%,29.1%,169,-11.1%,-4.5%,39,10,18,$270K,-1.8%,17.9%,76,15.2%,33.3%
"Texas City, TX",November 2017,All Residential,Place/City,False,TX,0.963342339,-1.8%,-3.2%,52,4.0%,18.2%,187,-5.6%,79.8%,45,15,32,$153K,22.4%,2.1%,53,-29.3%,32.5%
"Galveston, TX",February 2018,All Residential,Place/City,False,TX,0.959777801,1.7%,0.9%,96,50.0%,18.5%,569,4.6%,-7.9%,67,-36,-30,$220K,22.1%,2.2%,168,15.1%,-0.6%
"Pasadena, TX",April 2018,All Residential,Place/City,False,TX,0.974617058,0.4%,0.2%,93,27.4%,19.2%,136,6.3%,-15.0%,9,-4,-12,$160K,-5.9%,9.5%,110,-10.6%,4.8%
"Houston, TX",March 2019,All Residential,Place/City,False,TX,0.970644092,0.2%,0.1%,2616,30.1%,-3.2%,10018,3.9%,14.1%,45,-5,8,$227K,7.9%,3.9%,4129,22.5%,0.1%
"Houston, TX",September 2019,All Residential,Place/City,False,TX,0.971467562,0.1%,0.1%,2502,-17.5%,3.1%,10843,-2.2%,3.1%,43,8,9,$222K,-3.9%,3.0%,3148,-15.1%,-1.4%
"Missouri City, TX",December 2019,All Residential,Place/City,False,TX,0.971559802,-0.1%,0.8%,173,51.8%,14.6%,484,-9.2%,-13.7%,51,-24,-22,$244K,1.5%,-9.1%,142,9.2%,23.5%
"Missouri City, TX",May 2020,All Residential,Place/City,False,TX,0.981847434,0.6%,0.4%,128,-5.9%,-32.6%,416,-11.7%,-36.7%,38,-14,1,$265K,1.9%,7.3%,179,18.5%,-31.9%
"Pasadena, TX",July 2020,All Residential,Place/City,False,TX,0.984781893,0.2%,0.5%,109,0.9%,-12.1%,146,-10.4%,-29.5%,24,-10,9,$190K,5.3%,10.8%,105,1.9%,-12.5%
"Houston, TX",August 2020,All Residential,Place/City,False,TX,0.976429030,0.0%,0.6%,3012,-16.5%,-0.6%,8486,-6.5%,-23.4%,31,-6,-4,$255K,-1.9%,10.6%,3737,-10.0%,0.8%
"Sugar Land, TX",May 2012,All Residential,Place/City,False,TX,0.968071282,0.4%,2.0%,215,35.2%,37.8%,609,1.2%,-28.1%,31,-3,-22,$225K,-14.4%,-10.9%,276,6.2%,7.0%
"Sugar Land, TX",July 2012,All Residential,Place/City,False,TX,0.965650260,0.1%,1.0%,211,-7.5%,25.6%,648,2.2%,-22.6%,35,-10,-21,$250K,5.1%,5.8%,264,-7.4%,21.7%
"Friendswood, TX",October 2012,All Residential,Place/City,False,TX,0.970205119,1.2%,1.2%,67,6.3%,272.2%,247,-2.8%,-23.8%,62,8,-24,$165K,-8.3%,36.5%,69,1.5%,23.2%
"Missouri City, TX",November 2012,All Residential,Place/City,False,TX,0.971518790,1.2%,2.5%,113,11.9%,34.5%,460,-10.0%,-19.4%,71,15,-34,$185K,5.7%,8.8%,121,-17.1%,19.8%
"League City, TX",November 2012,All Residential,Place/City,False,TX,0.973135843,-0.2%,-0.7%,117,-18.8%,3800.0%,524,-1.5%,-22.8%,71,9,-54,$192K,2.9%,-12.3%,131,-23.8%,10.1%
"League City, TX",December 2013,All Residential,Place/City,False,TX,0.971637145,-0.5%,1.4%,170,20.6%,47.8%,430,-6.3%,-10.8%,61,11,-20,$190K,-3.3%,1.1%,106,-21.5%,8.2%
"Houston, TX",March 2014,All Residential,Place/City,False,TX,0.980293154,0.5%,0.7%,2536,21.0%,-0.7%,5697,-1.9%,-16.5%,26,-10,-13,$179K,5.0%,10.4%,3274,16.4%,-3.8%
"Sugar Land, TX",October 2014,All Residential,Place/City,False,TX,0.978274429,-0.6%,0.6%,163,-28.2%,-7.9%,341,-3.7%,-7.3%,32,15,9,$320K,8.5%,23.1%,178,9.2%,-22.3%
"Missouri City, TX",September 2015,All Residential,Place/City,False,TX,0.976351848,0.1%,-0.4%,130,-22.2%,8.3%,396,-2.7%,4.8%,26,2,8,$254K,6.5%,18.4%,139,-28.0%,-14.2%
"League City, TX",October 2015,All Residential,Place/City,False,TX,0.979739932,0.1%,0.3%,159,-22.4%,-2.5%,396,1.8%,-8.1%,26,-1,-10,$240K,2.1%,18.2%,169,-15.1%,-2.9%
"Baytown, TX",February 2016,All Residential,Place/City,False,TX,0.965579176,-0.1%,-1.3%,77,-6.1%,10.0%,255,-4.1%,9.9%,48,-25,-27,$148K,-0.7%,-4.8%,121,14.2%,33.0%
"Sugar Land, TX",April 2016,All Residential,Place/City,False,TX,0.970972103,0.2%,-1.3%,177,10.6%,19.6%,592,4.8%,35.8%,34,-2,15,$316K,6.8%,-0.5%,261,-0.8%,-9.4%
"Galveston, TX",July 2016,All Residential,Place/City,False,TX,0.952059770,-0.3%,0.4%,133,0.8%,13.7%,652,-0.3%,15.8%,55,10,-17,$160K,-14.2%,-4.9%,166,-9.8%,9.9%
"Texas City, TX",August 2016,All Residential,Place/City,False,TX,0.956313065,-3.4%,0.6%,63,31.3%,46.5%,89,-16.0%,-37.3%,26,7,2,$127K,6.8%,8.1%,56,12.0%,-5.1%
"Galveston, TX",September 2016,All Residential,Place/City,False,TX,0.951035884,-0.7%,-0.2%,105,-11.8%,-0.9%,612,-0.2%,3.7%,61,14,7,$218K,15.8%,19.4%,151,3.4%,19.8%
"League City, TX",November 2016,All Residential,Place/City,False,TX,0.983087763,-0.3%,0.6%,148,-10.3%,35.8%,400,-4.3%,7.5%,30,6,8,$250K,-0.2%,9.0%,140,-4.1%,5.3%
"Friendswood, TX",July 2017,All Residential,Place/City,False,TX,0.981644703,-0.3%,-0.6%,77,-10.5%,-1.3%,230,-0.9%,14.4%,24,12,13,$330K,30.7%,26.1%,103,-14.2%,-2.8%
"Missouri City, TX",July 2017,All Residential,Place/City,False,TX,0.971963325,-0.1%,-0.1%,160,-13.0%,28.0%,639,6.0%,24.3%,31,3,14,$237K,-7.9%,1.8%,222,-12.3%,-5.1%
"Missouri City, TX",August 2017,All Residential,Place/City,False,TX,0.978279850,0.6%,0.8%,96,-40.0%,-38.5%,613,-4.1%,17.0%,27,-4,-5,$237K,-0.2%,-3.7%,149,-32.9%,-21.6%
"Galveston, TX",March 2018,All Residential,Place/City,False,TX,0.946809202,-1.3%,-0.6%,116,20.8%,-1.7%,594,4.4%,-7.2%,83,16,35,$230K,4.4%,3.3%,223,32.7%,9.3%
"La Porte, TX",July 2018,All Residential,Place/City,False,TX,0.984053151,0.4%,-0.3%,52,18.2%,13.0%,81,22.7%,-13.8%,23,16,4,$181K,3.7%,0.6%,58,3.6%,-4.9%
"Missouri City, TX",July 2018,All Residential,Place/City,False,TX,0.980542487,0.1%,0.9%,157,3.3%,-1.9%,598,1.2%,-6.4%,36,8,5,$258K,2.9%,8.9%,220,-6.4%,-0.9%
"Missouri City, TX",October 2018,All Residential,Place/City,False,TX,0.976473441,0.2%,0.6%,139,12.1%,8.6%,610,-1.5%,14.4%,36,-13,-12,$230K,-6.5%,0.0%,183,-3.2%,22.8%
"League City, TX",January 2019,All Residential,Place/City,False,TX,0.978341420,0.1%,-0.1%,90,-35.7%,-12.6%,466,2.9%,40.8%,54,7,22,$258K,-2.1%,-2.7%,192,74.5%,14.3%
"Houston, TX",January 2019,All Residential,Place/City,False,TX,0.965580388,-0.4%,0.1%,1578,-36.9%,-12.2%,9479,2.5%,15.7%,51,0,3,$200K,-8.2%,3.1%,3337,54.2%,8.4%
"Missouri City, TX",May 2019,All Residential,Place/City,False,TX,0.977462088,1.1%,0.4%,190,18.0%,5.6%,657,13.5%,22.3%,37,-8,0,$247K,-4.8%,-7.7%,263,3.1%,9.6%
"Sugar Land, TX",October 2019,All Residential,Place/City,False,TX,0.961671193,-0.4%,-0.5%,162,3.8%,2.5%,752,-5.2%,-1.3%,70,24,19,$322K,7.8%,4.6%,215,30.3%,11.4%
"Sugar Land, TX",February 2020,All Residential,Place/City,False,TX,0.967991544,0.5%,0.4%,125,27.6%,22.5%,590,-3.0%,-4.7%,97,29,19,$297K,2.3%,6.6%,188,8.0%,-2.1%
"Pasadena, TX",June 2018,All Residential,Place/City,False,TX,0.978904412,-0.7%,1.0%,107,17.6%,4.9%,187,28.1%,15.4%,15,6,1,$180K,9.1%,19.0%,143,21.2%,5.1%
"Sugar Land, TX",March 2019,All Residential,Place/City,False,TX,0.960216755,-0.3%,-0.6%,153,50.0%,-10.0%,713,15.2%,8.7%,69,-9,-2,$320K,14.9%,-0.9%,302,57.3%,-1.6%
"Baytown, TX",June 2019,All Residential,Place/City,False,TX,0.979777244,0.1%,-0.3%,94,-16.1%,-31.9%,324,11.7%,8.0%,34,6,17,$214K,12.4%,16.5%,172,13.9%,13.9%
"Baytown, TX",July 2019,All Residential,Place/City,False,TX,0.979897640,0.0%,0.2%,123,30.9%,6.0%,327,0.9%,-3.3%,21,-13,-4,$197K,-7.7%,-1.5%,149,-13.4%,-8.6%
"Galveston, TX",August 2019,All Residential,Place/City,False,TX,0.954972034,-0.8%,0.4%,128,-9.2%,3.2%,605,-1.0%,-0.8%,60,7,3,$240K,-14.3%,9.3%,175,-0.6%,15.1%
"Texas City, TX",September 2019,All Residential,Place/City,False,TX,0.969083842,0.0%,0.6%,63,-4.5%,-3.1%,254,4.1%,8.1%,30,-19,-8,$185K,3.4%,33.1%,90,-9.1%,18.4%
"Sugar Land, TX",September 2019,All Residential,Place/City,False,TX,0.965722310,0.2%,0.1%,156,-23.2%,14.7%,793,-5.0%,3.0%,46,-4,-13,$299K,-4.5%,-2.0%,165,-26.7%,-18.7%
"La Porte, TX",October 2019,All Residential,Place/City,False,TX,0.972184464,-0.8%,0.0%,52,8.3%,23.8%,124,7.8%,51.2%,30,10,10,$175K,-12.8%,-4.0%,53,-3.6%,6.0%
"Sugar Land, TX",March 2020,All Residential,Place/City,False,TX,0.963523211,-0.4%,0.3%,157,25.6%,2.6%,632,7.1%,-11.4%,90,-7,21,$315K,6.2%,-1.6%,246,30.9%,-18.5%
"Missouri City, TX",April 2020,All Residential,Place/City,False,TX,0.975633646,0.0%,0.9%,136,-21.8%,-15.5%,471,-5.6%,-18.7%,52,-11,7,$260K,4.2%,0.2%,151,-24.5%,-40.8%
"League City, TX",August 2020,All Residential,Place/City,False,TX,0.990385104,0.1%,0.9%,200,-17.0%,-14.2%,286,-12.0%,-42.0%,15,0,-16,$291K,-3.1%,6.3%,191,-23.6%,-7.7%
"Sugar Land, TX",October 2012,All Residential,Place/City,False,TX,0.965250810,-0.1%,1.8%,163,14.0%,37.0%,530,-8.9%,-24.2%,47,1,-50,$233K,8.4%,3.1%,193,-24.3%,15.6%
"Missouri City, TX",January 2013,All Residential,Place/City,False,TX,0.956753298,-0.1%,0.7%,96,-29.4%,26.3%,430,-0.9%,-15.0%,81,-9,-26,$159K,-15.7%,-7.3%,155,43.5%,14.0%
"Baytown, TX",March 2013,All Residential,Place/City,False,TX,0.955171511,1.0%,-1.1%,94,34.3%,64.9%,352,0.0%,-6.4%,83,1,3,$121K,34.6%,14.9%,104,25.3%,-5.5%
"Baytown, TX",January 2014,All Residential,Place/City,False,TX,0.957216623,-2.4%,-1.1%,60,-17.8%,3.4%,288,-3.0%,-19.6%,79,-19,-14,$123K,-4.6%,1.1%,93,50.0%,13.4%
"Missouri City, TX",February 2014,All Residential,Place/City,False,TX,0.968357893,-0.8%,0.5%,87,-17.9%,-8.4%,383,7.0%,-12.2%,61,15,-20,$179K,-5.5%,8.5%,184,26.9%,6.4%
"Sugar Land, TX",March 2014,All Residential,Place/City,False,TX,0.985030670,1.5%,2.6%,189,46.5%,9.9%,304,0.7%,-17.4%,16,-13,-13,$314K,12.1%,21.9%,239,29.2%,3.0%
"Baytown, TX",March 2014,All Residential,Place/City,False,TX,0.975559547,0.0%,2.0%,80,6.7%,-14.9%,269,-7.6%,-23.6%,52,-32,-31,$114K,-3.8%,-6.4%,118,4.4%,13.5%
"Texas City, TX",March 2014,All Residential,Place/City,False,TX,0.947318091,-1.2%,0.0%,37,85.0%,12.1%,162,-4.7%,-17.3%,131,50,57,$87K,11.5%,20.8%,52,33.3%,4.0%
"Galveston, TX",March 2014,All Residential,Place/City,False,TX,0.958875125,1.1%,1.5%,82,-2.4%,10.8%,651,7.2%,4.7%,91,-41,18,$188K,11.3%,12.0%,190,34.8%,21.8%
"League City, TX",April 2014,All Residential,Place/City,False,TX,0.979232196,-0.1%,-0.2%,185,10.1%,12.8%,394,1.5%,-16.2%,26,-2,-8,$203K,2.4%,9.4%,242,33.0%,16.3%
"Baytown, TX",May 2014,All Residential,Place/City,False,TX,0.985483728,1.8%,1.2%,109,7.9%,1.9%,255,-2.3%,-30.1%,41,-12,-29,$135K,-2.8%,12.5%,113,-11.0%,-16.3%
"Houston, TX",July 2014,All Residential,Place/City,False,TX,0.984223210,-0.1%,0.3%,3059,2.9%,-0.8%,6683,8.1%,-7.0%,16,-1,-6,$194K,-3.1%,7.8%,3712,2.7%,-0.3%
"Pasadena, TX",October 2014,All Residential,Place/City,False,TX,0.978773399,1.3%,0.8%,95,17.3%,13.1%,201,-3.4%,-33.0%,32,10,-8,$115K,-4.2%,1.4%,96,12.9%,1.1%
"Texas City, TX",October 2014,All Residential,Place/City,False,TX,0.960503328,-0.2%,0.3%,54,14.9%,107.7%,151,-8.5%,-29.8%,51,5,-14,$113K,-5.8%,60.4%,47,-9.6%,-11.3%
"Friendswood, TX",May 2015,All Residential,Place/City,False,TX,0.980569171,1.4%,0.2%,65,1.6%,-30.9%,125,13.6%,-18.3%,12,-2,-6,$197K,-14.3%,-12.6%,92,5.7%,4.5%
"Pasadena, TX",August 2015,All Residential,Place/City,False,TX,0.991647311,0.9%,1.7%,99,-1.0%,-1.0%,188,-5.1%,-16.1%,18,2,-1,$158K,13.7%,23.0%,90,-37.1%,-3.2%
"La Porte, TX",August 2015,All Residential,Place/City,False,TX,0.990193002,-1.1%,0.5%,38,-7.3%,-37.7%,85,2.4%,-32.0%,29,16,5,$131K,-18.1%,-2.9%,54,-8.5%,-19.4%
"Galveston, TX",October 2015,All Residential,Place/City,False,TX,0.964432895,1.2%,-0.2%,99,-6.6%,10.0%,573,-2.9%,1.6%,72,18,0,$180K,-1.5%,6.6%,132,4.8%,28.2%
"Pasadena, TX",December 2015,All Residential,Place/City,False,TX,0.979467184,-0.1%,0.5%,83,38.3%,-11.7%,168,-13.0%,-1.8%,23,1,-12,$149K,24.4%,15.3%,61,-21.8%,1.7%
"Pasadena, TX",May 2016,All Residential,Place/City,False,TX,0.977985879,-0.8%,0.4%,95,9.2%,0.0%,137,-16.5%,-18.0%,17,2,-3,$156K,14.8%,12.7%,109,-14.8%,9.0%
"Sugar Land, TX",August 2016,All Residential,Place/City,False,TX,0.974634828,-0.1%,-0.5%,208,-1.9%,-17.1%,707,-3.5%,26.5%,28,0,4,$306K,-16.0%,-5.4%,218,-25.9%,-1.4%
"Texas City, TX",January 2017,All Residential,Place/City,False,TX,0.977737682,-0.9%,1.4%,29,-27.5%,-21.6%,133,17.7%,17.7%,29,11,-3,$139K,-6.6%,12.1%,61,74.3%,13.0%
"League City, TX",February 2017,All Residential,Place/City,False,TX,0.982932516,0.8%,0.8%,125,17.9%,-1.6%,369,0.8%,-4.4%,37,-13,-3,$245K,-3.9%,4.3%,191,17.9%,2.1%
"Houston, TX",March 2017,All Residential,Place/City,False,TX,0.969096113,0.1%,-0.1%,2830,38.7%,15.9%,9051,7.2%,1.1%,37,-15,3,$210K,2.2%,4.0%,4413,30.1%,11.9%
"Galveston, TX",April 2017,All Residential,Place/City,False,TX,0.955495437,0.3%,0.2%,116,-1.7%,-1.7%,631,-1.4%,3.1%,48,0,9,$185K,-16.6%,-6.9%,169,-17.2%,-0.6%
"La Porte, TX",June 2017,All Residential,Place/City,False,TX,0.979432872,-0.1%,-2.4%,45,45.2%,12.5%,79,5.3%,25.4%,15,-1,3,$169K,-6.1%,9.1%,64,3.2%,45.5%
"Sugar Land, TX",September 2017,All Residential,Place/City,False,TX,0.960299499,-1.0%,-0.9%,153,-5.0%,-5.6%,796,-8.3%,18.3%,45,16,8,$315K,1.6%,10.2%,167,-20.5%,-5.6%
"La Porte, TX",October 2017,All Residential,Place/City,False,TX,0.965253250,-0.2%,-2.4%,34,-17.1%,-19.0%,80,12.7%,27.0%,52,33,35,$169K,5.3%,5.3%,40,42.9%,0.0%
"Galveston, TX",November 2017,All Residential,Place/City,False,TX,0.959118888,1.5%,0.3%,90,-3.2%,32.4%,534,-3.6%,-9.9%,68,-8,6,$183K,-28.7%,-23.1%,113,-15.0%,0.9%
"Baytown, TX",December 2017,All Residential,Place/City,False,TX,0.974101865,0.1%,0.1%,124,9.7%,45.9%,208,-13.0%,-14.4%,31,-20,-18,$191K,4.4%,10.8%,68,-35.8%,-13.9%
"Missouri City, TX",December 2017,All Residential,Place/City,False,TX,0.968619395,0.3%,-0.9%,147,23.5%,4.3%,468,-9.7%,7.3%,80,22,26,$243K,1.3%,1.3%,108,-19.4%,-2.7%
"Houston, TX",February 2018,All Residential,Place/City,False,TX,0.965229358,0.1%,-0.3%,2104,17.1%,3.1%,8287,1.1%,-1.8%,49,1,-3,$215K,10.8%,4.6%,3236,5.1%,-4.6%
"Baytown, TX",April 2018,All Residential,Place/City,False,TX,0.973488195,-0.8%,-0.7%,114,17.5%,26.7%,261,4.8%,13.0%,26,5,0,$199K,7.8%,17.3%,146,-2.0%,23.7%
"Missouri City, TX",April 2018,All Residential,Place/City,False,TX,0.970401067,0.1%,-0.5%,132,1.5%,-3.6%,504,6.8%,1.2%,34,-32,14,$263K,1.6%,7.4%,234,7.8%,10.4%
"Baytown, TX",November 2018,All Residential,Place/City,False,TX,0.968554581,0.3%,-0.5%,90,-4.3%,-20.4%,323,4.9%,35.1%,34,-4,-17,$180K,-2.7%,-1.4%,119,3.5%,12.3%
"Houston, TX",December 2018,All Residential,Place/City,False,TX,0.969347876,0.0%,0.4%,2499,2.5%,-6.6%,9249,-7.5%,12.4%,51,7,7,$218K,0.1%,0.5%,2164,-21.6%,1.7%
"League City, TX",February 2019,All Residential,Place/City,False,TX,0.978720715,0.0%,0.3%,138,53.3%,3.0%,455,-2.4%,43.5%,46,-8,-13,$280K,8.4%,4.8%,190,-1.0%,20.3%
"Friendswood, TX",May 2019,All Residential,Place/City,False,TX,0.982614934,-0.2%,0.8%,105,47.9%,4.0%,216,1.9%,10.2%,24,-6,10,$323K,20.7%,30.8%,112,0.0%,-21.7%
"Sugar Land, TX",May 2019,All Residential,Place/City,False,TX,0.966846955,-0.5%,0.0%,208,24.6%,-6.7%,818,7.3%,4.1%,36,-5,9,$360K,16.1%,15.0%,314,8.7%,-14.7%
"League City, TX",June 2019,All Residential,Place/City,False,TX,0.984567589,-0.3%,-0.2%,204,-3.8%,3.0%,494,-1.0%,-3.3%,27,-6,9,$271K,0.4%,1.3%,239,-13.4%,-12.1%
"Texas City, TX",December 2019,All Residential,Place/City,False,TX,0.987950039,1.6%,2.4%,58,1.8%,-22.7%,264,1.9%,14.8%,88,49,45,$200K,5.1%,14.0%,74,1.4%,34.5%
"League City, TX",June 2020,All Residential,Place/City,False,TX,0.985816410,-0.2%,0.1%,238,80.3%,16.7%,335,-5.9%,-32.2%,18,-9,-9,$295K,11.1%,8.9%,221,-14.3%,-7.5%
"Houston, TX",June 2020,All Residential,Place/City,False,TX,0.973360992,0.1%,-0.3%,2913,39.2%,-3.0%,9232,-4.9%,-17.1%,43,3,15,$248K,8.8%,2.0%,3864,5.9%,-6.0%
"Missouri City, TX",July 2020,All Residential,Place/City,False,TX,0.976059325,-0.1%,0.2%,223,9.3%,9.3%,335,-11.6%,-47.2%,44,-12,11,$285K,2.7%,12.0%,197,-3.4%,-11.3%
"Sugar Land, TX",April 2013,All Residential,Place/City,False,TX,0.966106900,0.7%,0.2%,201,16.9%,26.4%,338,-8.2%,-43.9%,21,-8,-13,$242K,-6.0%,-8.0%,250,7.8%,-3.8%
"Houston, TX",June 2013,All Residential,Place/City,False,TX,0.982591448,0.3%,1.1%,2845,-6.8%,5.6%,7057,2.1%,-29.6%,22,-3,-22,$180K,4.3%,13.3%,3672,-2.6%,5.6%
"Friendswood, TX",October 2013,All Residential,Place/City,False,TX,0.964309442,-0.8%,-0.6%,68,11.5%,1.5%,180,-6.3%,-27.1%,49,11,-13,$218K,14.5%,31.8%,55,-21.4%,-20.3%
"Sugar Land, TX",November 2013,All Residential,Place/City,False,TX,0.966097454,-0.6%,-0.3%,156,-11.9%,4.0%,346,-6.0%,-26.2%,28,5,-41,$284K,9.1%,19.1%,157,-31.4%,27.6%
"League City, TX",March 2014,All Residential,Place/City,False,TX,0.980149612,0.9%,1.0%,168,15.9%,2.4%,388,-6.1%,-19.2%,28,-25,-34,$199K,-5.4%,6.8%,182,-7.6%,-13.3%
"Houston, TX",January 2015,All Residential,Place/City,False,TX,0.978136364,-0.1%,0.5%,1618,-39.3%,-8.0%,6566,9.9%,10.4%,33,5,-9,$170K,-12.3%,7.9%,3210,50.8%,12.0%
"Houston, TX",May 2015,All Residential,Place/City,False,TX,0.980418409,0.3%,-0.6%,2660,1.7%,-9.7%,7337,2.0%,22.9%,20,-3,1,$203K,9.7%,6.8%,3660,-1.6%,-5.8%
"La Porte, TX",November 2015,All Residential,Place/City,False,TX,0.986267624,3.5%,2.3%,34,-2.9%,-10.5%,90,13.9%,13.9%,30,10,-14,$145K,11.5%,8.6%,39,-22.0%,39.3%
"Texas City, TX",April 2016,All Residential,Place/City,False,TX,0.939808859,-0.7%,-3.0%,54,3.8%,28.6%,111,13.3%,-19.0%,32,-17,-3,$109K,-13.8%,14.2%,72,4.3%,10.8%
"League City, TX",April 2016,All Residential,Place/City,False,TX,0.986279910,0.2%,1.1%,171,1.8%,-9.0%,372,-7.5%,5.7%,17,-8,-15,$240K,-1.8%,-0.8%,232,5.9%,7.4%
"League City, TX",May 2016,All Residential,Place/City,False,TX,0.986567075,0.0%,0.1%,226,32.2%,24.9%,356,-4.3%,-11.0%,15,-2,-8,$241K,0.4%,2.6%,213,-8.2%,-14.8%
"Galveston, TX",May 2016,All Residential,Place/City,False,TX,0.948283631,-0.6%,-0.2%,124,5.1%,-6.8%,647,5.7%,9.1%,43,4,-17,$212K,6.5%,19.9%,187,10.0%,16.1%
"Pasadena, TX",June 2016,All Residential,Place/City,False,TX,0.984871448,0.7%,-0.5%,106,11.6%,19.1%,161,17.5%,-12.5%,20,3,4,$150K,-3.5%,9.1%,114,4.6%,-5.8%
"Houston, TX",September 2016,All Residential,Place/City,False,TX,0.971252546,-0.1%,-0.3%,2513,-15.9%,-3.8%,9527,-0.7%,10.3%,33,3,6,$206K,-2.1%,8.2%,3200,-7.6%,-2.5%
"Missouri City, TX",October 2016,All Residential,Place/City,False,TX,0.982028839,0.6%,0.7%,117,-18.2%,-6.4%,489,-1.4%,25.1%,27,-8,-6,$230K,-1.3%,0.2%,165,19.6%,0.0%
"Baytown, TX",November 2016,All Residential,Place/City,False,TX,0.971608895,-0.5%,-0.5%,85,-12.4%,10.4%,255,-3.8%,-9.3%,36,11,2,$175K,-0.8%,12.9%,88,-13.7%,3.5%
"Friendswood, TX",May 2017,All Residential,Place/City,False,TX,0.986443597,0.7%,0.5%,75,13.6%,-2.6%,214,17.6%,29.7%,14,-12,-4,$243K,-3.2%,-6.5%,126,27.3%,41.6%
"Houston, TX",November 2017,All Residential,Place/City,False,TX,0.966022900,-0.2%,-0.3%,2410,-1.7%,5.2%,9086,-3.3%,3.1%,47,-1,8,$208K,0.0%,0.8%,2865,-10.4%,14.1%
"Pasadena, TX",January 2018,All Residential,Place/City,False,TX,0.968147731,-1.3%,0.1%,51,-35.4%,-1.9%,122,-5.4%,-25.6%,18,-3,-32,$157K,-1.9%,16.3%,68,44.7%,-19.0%
